2,14,13,1571
2,15,12,385
2,16,11,5
3,11,15,30
3,12,14,1574
3,13,13,6818
3,14,12,5587
3,15,11,792
3,16,10,5
4,10,15,1
4,11,14,627
4,12,13,8322
4,13,12,17886
4,14,11,8322
4,15,10,627
4,16,9,1
5,10,14,42
5,11,13,3007
5,12,12,17893
5,13,11,21525
5,14,10,5593
5,15,9,176
6,10,13,231
6,11,12,5593
6,12,11,17892
6,13,10,12266
6,14,9,1574
6,15,8,11
7,10,12,385
7,11,11,4557
7,12,10,8326
7,13,9,3007
7,14,8,135
8,9,12,1
8,10,11,231
8,11,10,1574
8,12,9,1574
8,13,8,231
8,14,7,1
9,10,10,42
9,11,9,176
9,12,8,77
9,13,7,1
10,10,9,1
10,11,8,2
0,15,15,1
1,13,16,5
1,14,15,101
1,15,14,135
1,16,13,15
2,12,16,7
2,13,15,490
2,14,14,1953
2,15,13,1253
2,16,12,101
3,11,16,1
3,12,15,490
3,13,14,5587
3,14,13,10096
3,15,12,3710
3,16,11,176
4,11,15,101
4,12,14,4557
4,13,13,21515
4,14,12,21514
4,15,11,4557
4,16,10,101
5,10,15,1
5,11,14,1002
5,12,13,14821
5,13,12,37080
5,14,11,21525
5,15,10,2434
5,16,9,15
6,10,14,30
6,11,13,3007
6,12,12,21526
6,13,11,30993
6,14,10,10111
6,15,9,490
7,10,13,101
7,11,12,3713
7,12,11,14821
7,13,10,12266
7,14,9,1957
7,15,8,22
8,10,12,101
8,11,11,1956
8,12,10,4557
8,13,9,1957
8,14,8,101
9,10,11,30
9,11,10,385
9,12,9,490
9,13,8,77
10,10,10,1
10,11,9,15
10,12,8,7
0,15,16,1
0,16,15,1
1,14,16,42
1,15,15,176
1,16,14,77
1,17,13,1
2,13,16,135
2,14,15,1571
2,15,14,2429
2,16,13,626
2,17,12,11
3,12,16,77
3,13,15,3005
3,14,14,12246
3,15,13,10096
3,16,12,1574
3,17,11,15
4,11,16,5
4,12,15,1574
4,13,14,17886
4,14,13,37053
4,15,12,17886
4,16,11,1574
4,17,10,5
5,11,15,176
5,12,14,8326
5,13,13,44247
5,14,12,52741
5,15,11,14821
5,16,10,627
6,10,15,1
6,11,14,1002
6,12,13,17892
6,13,12,52752
6,14,11,37083
6,15,10,5593
6,16,9,77
7,10,14,11
7,11,13,1957
7,12,12,17893
7,13,11,30993
7,14,10,12266
7,15,9,792
7,16,8,1
8,10,13,22
8,11,12,1574
8,12,11,8322
8,13,10,8326
8,14,9,1574
8,15,8,22
9,10,12,11
9,11,11,490
9,12,10,1574
9,13,9,792
9,14,8,42
10,10,11,1
10,11,10,42
10,12,9,77
10,13,8,11
0,16,16,1
1,14,17,7
1,15,16,135
1,16,15,176
1,17,14,22
2,13,17,15
2,14,16,791
2,15,15,3000
2,16,14,1953
2,17,13,176
3,12,17,3
3,13,16,1002
3,14,15,10096
3,15,14,17861
3,16,13,6818
3,17,12,385
4,12,16,297
4,13,15,10108
4,14,14,44217
4,15,13,44219
4,16,12,10107
4,17,11,297
5,11,16,11
5,12,15,3007
5,13,14,37080
5,14,13,88230
5,15,12,52741
5,16,11,6826
5,17,10,77
6,11,15,176
6,12,14,10111
6,13,13,62719
6,14,12,88255
6,15,11,30993
6,16,10,1957
6,17,9,3
7,11,14,627
7,12,13,14821
7,13,12,52752
7,14,11,44258
7,15,10,8326
7,16,9,176
8,10,14,1
8,11,13,792
8,12,12,10107
8,13,11,21525
8,14,10,10111
8,15,9,792
8,16,8,1
9,10,13,1
9,11,12,385
9,12,11,3005
9,13,10,3713
9,14,9,792
9,15,8,11
10,11,11,56
10,12,10,297
10,13,9,176
10,14,8,7
11,11,10,1
11,12,9,3
0,16,17,1
0,17,16,1
1,15,17,56
1,16,16,231
1,17,15,101
1,18,14,2
2,14,17,231
2,15,16,2429
2,16,15,3702
2,17,14,1001
2,18,13,22
3,13,17,176
3,14,16,5587
3,15,15,21483
3,16,14,17861
3,17,13,3005
3,18,12,42
4,12,17,22
4,13,16,3713
4,14,15,37053
4,15,14,74405
4,16,13,37053
4,17,12,3713
4,18,11,22
5,12,16,627
5,13,15,21525
5,14,14,104415
5,15,13,123316
5,16,12,37080
5,17,11,1957
5,18,10,2
6,11,16,11
6,12,15,3712
6,13,14,52752
6,14,13,145513
6,15,12,104450
6,16,11,17892
6,17,10,385
7,11,15,101
7,12,14,8326
7,13,13,62719
7,14,12,104456
7,15,11,44258
7,16,10,3713
7,17,9,15
8,11,14,231
8,12,13,8322
8,13,12,37080
8,14,11,37083
8,15,10,8326
8,16,9,231
9,11,13,176
9,12,12,3710
9,13,11,10108
9,14,10,5593
9,15,9,490
9,16,8,1
10,11,12,42
10,12,11,626
10,13,10,1002
10,14,9,231
10,15,8,2
11,11,11,1
11,12,10,22
11,13,9,15
0,17,17,1
1,15,18,11
1,16,17,176
1,17,16,231
1,18,15,30
2,14,18,30
2,15,17,1253
2,16,16,4544
2,17,15,3000
2,18,14,297
3,13,18,11
3,14,17,1956
3,15,16,17861
3,16,15,30921
3,17,14,12246
3,18,13,792
3,19,12,1
4,13,17,792
4,14,16,21514
4,15,15,88156
4,16,14,88154
4,17,13,21515
4,18,12,792
5,12,17,56
5,13,16,8326
5,14,15,88230
5,15,14,201425
5,16,13,123316
5,17,12,17893
5,18,11,297
6,12,16,792
6,13,15,30993
6,14,14,171337
6,15,13,236580
6,16,12,88255
6,17,11,6826
6,18,10,30
7,11,16,5
7,12,15,3007
7,13,14,52752
7,14,13,171355
7,15,12,145540
7,16,11,30993
7,17,10,1002
8,11,15,30
8,12,14,4557
8,13,13,44247
8,14,12,88255
8,15,11,44258
8,16,10,4557
8,17,9,30
9,11,14,42
9,12,13,3005
9,13,12,17886
9,14,11,21525
9,15,10,5593
9,16,9,176
10,11,13,15
10,12,12,791
10,13,11,3005
10,14,10,1957
10,15,9,176
11,11,12,1
11,12,11,56
11,13,10,135
11,14,9,30
0,17,18,1
0,18,17,1
1,16,18,77
1,17,17,297
1,18,16,135
1,19,15,3
2,14,19,1
2,15,18,385
2,16,17,3702
2,17,16,5576
2,18,15,1571
2,19,14,42
3,14,18,385
3,15,17,10096
3,16,16,36996
3,17,15,30921
3,18,14,5587
3,19,13,101
4,13,18,77
4,14,17,8322
4,15,16,74405
4,16,15,145316
4,17,14,74405
4,18,13,8322
4,19,12,77
5,12,18,1
5,13,17,1957
5,14,16,52741
5,15,15,236470
5,16,14,277304
5,17,13,88230
5,18,12,5593
5,19,11,15
6,12,17,77
6,13,16,12266
6,14,15,145513
6,15,14,379879
6,16,13,277424
6,17,12,52752
6,18,11,1574
7,12,16,627
7,13,15,30993
7,14,14,201527
7,15,13,324870
7,16,12,145540
7,17,11,14821
7,18,10,135
8,11,16,1
8,12,15,1574
8,13,14,37080
8,14,13,145513
8,15,12,145540
8,16,11,37083
8,17,10,1574
8,18,9,1
9,11,15,3
9,12,14,1574
9,13,13,21515
9,14,12,52741
9,15,11,30993
9,16,10,3713
9,17,9,30
10,11,14,2
10,12,13,626
10,13,12,5587
10,14,11,8322
10,15,10,2434
10,16,9,77
11,12,12,77
11,13,11,490
11,14,10,385
11,15,9,30
12,12,11,1
12,13,10,5
12,14,9,1
0,18,18,1
1,16,19,15
1,17,18,231
1,18,17,297
1,19,16,42
2,15,19,56
2,16,18,1953
2,17,17,6804
2,18,16,4544
2,19,15,490
2,20,14,1
3,14,19,30
3,15,18,3710
3,16,17,30921
3,17,16,52609
3,18,15,21483
3,19,14,1574
3,20,13,3
4,13,19,1
4,14,18,1957
4,15,17,44219
4,16,16,171093
4,17,15,171098
4,18,14,44217
4,19,13,1957
4,20,12,1
5,13,18,231
5,14,17,21525
5,15,16,201425
5,16,15,443349
5,17,14,277304
5,18,13,44247
5,19,12,1002
6,12,18,1
6,13,17,3007
6,14,16,88255
6,15,15,443594
6,16,14,602754
6,17,13,236580
6,18,12,21526
6,19,11,176
7,12,17,56
7,13,16,12266
7,14,15,171355
7,15,14,517555
7,16,13,443691
7,17,12,104456
7,18,11,4557
7,19,10,5
8,12,16,297
8,13,15,21525
8,14,14,171337
8,15,13,324870
8,16,12,171365
8,17,11,21525
8,18,10,297
9,12,15,490
9,13,14,17886
9,14,13,88230
9,15,12,104450
9,16,11,30993
9,17,10,1574
9,18,9,1
10,12,14,297
10,13,13,6818
10,14,12,21514
10,15,11,14821
10,16,10,1957
10,17,9,15
11,12,13,56
11,13,12,1001
11,14,11,1956
11,15,10,627
11,16,9,15
12,12,12,1
12,13,11,30
12,14,10,30
12,15,9,1
0,18,19,1
0,19,18,1
1,16,20,1
1,17,19,101
1,18,18,385
1,19,17,176
1,20,16,5
2,15,20,2
2,16,19,626
2,17,18,5576
2,18,17,8295
2,19,16,2429
2,20,15,77
3,15,19,792
3,16,18,17861
3,17,17,62541
3,18,16,52609
3,19,15,10096
3,20,14,231
4,14,19,231
4,15,18,17886
4,16,17,145316
4,17,16,276980
4,18,15,145316
4,19,14,17886
4,20,13,231
5,13,19,7
5,14,18,5593
5,15,17,123316
5,16,16,517149
5,17,15,602386
5,18,14,201425
5,19,13,14821
5,20,12,77
6,13,18,385
6,14,17,37083
6,15,16,379879
6,16,15,946210
6,17,14,701396
6,18,13,145513
6,19,12,5593
6,20,11,5
7,12,18,1
7,13,17,3007
7,14,16,104456
7,15,15,602876
7,16,14,946502
7,17,13,443691
7,18,12,52752
7,19,11,792
8,12,17,22
8,13,16,8326
8,14,15,145513
8,15,14,517555
8,16,13,517579
8,17,12,145540
8,18,11,8322
8,19,10,22
9,12,16,77
9,13,15,10108
9,14,14,104415
9,15,13,236580
9,16,12,145540
9,17,11,21525
9,18,10,385
10,12,15,77
10,13,14,5587
10,14,13,37053
10,15,12,52741
10,16,11,17892
10,17,10,1002
10,18,9,1
11,12,14,22
11,13,13,1253
11,14,12,5587
11,15,11,4557
11,16,10,627
11,17,9,3
12,12,13,1
12,13,12,77
12,14,11,231
12,15,10,77
12,16,9,1
0,19,19,1
1,17,20,22
1,18,19,297
1,19,18,385
1,20,17,56
2,16,20,101
2,17,19,3000
2,18,18,10073
2,19,17,6804
2,20,16,791
2,21,15,3
3,15,20,77
3,16,19,6818
3,17,18,52609
3,18,17,87982
3,19,16,36996
3,20,15,3005
3,21,14,11
4,14,20,7
4,15,19,4557
4,16,18,88154
4,17,17,324260
4,18,16,324255
4,19,15,88156
4,20,14,4557
4,21,13,7
5,14,19,792
5,15,18,52741
5,16,17,443349
5,17,16,945575
5,18,15,602386
5,19,14,104415
5,20,13,3007
5,21,12,1
6,13,19,15
6,14,18,10111
6,15,17,236580
6,16,16,1097116
6,17,15,1470345
6,18,14,602754
6,19,13,62719
6,20,12,792
7,13,18,385
7,14,17,44258
7,15,16,517555
7,16,15,1470797
7,17,14,1271260
7,18,13,324870
7,19,12,17893
7,20,11,56
8,13,17,1957
8,14,16,88255
8,15,15,602876
8,16,14,1097525
8,17,13,602944
8,18,12,88255
8,19,11,1956
9,12,17,3
9,13,16,3713
9,14,15,88230
9,15,14,379879
9,16,13,443691
9,17,12,145540
9,18,11,10108
9,19,10,42
10,12,16,7
10,13,15,3005
10,14,14,44217
10,15,13,123316
10,16,12,88255
10,17,11,14821
10,18,10,297
11,12,15,3
11,13,14,1001
11,14,13,10096
11,15,12,17886
11,16,11,6826
11,17,10,385
12,13,13,101
12,14,12,791
12,15,11,792
12,16,10,101
13,13,12,1
13,14,11,7
13,15,10,2
0,19,20,1
0,20,19,1
1,17,21,1
1,18,20,135
1,19,19,490
1,20,18,231
1,21,17,7
2,16,21,5
2,17,20,1001
2,18,19,8295
2,19,18,12219
2,20,17,3702
2,21,16,135
3,15,21,1
3,16,20,1574
3,17,19,30921
3,18,18,104111
3,19,17,87982
3,20,16,17861
3,21,15,490
4,15,20,627
4,16,19,37053
4,17,18,276980
4,18,17,516437
4,19,16,276980
4,20,15,37053
4,21,14,627
5,14,20,42
5,15,19,14821
5,16,18,277304
5,17,17,1096325
5,18,16,1269889
5,19,15,443349
5,20,14,37080
5,21,13,297
6,14,19,1574
6,15,18,104450
6,16,17,946210
6,17,16,2263510
6,18,15,1699506
6,19,14,379879
6,20,13,17892
6,21,12,42
7,13,19,15
7,14,18,12266
7,15,17,324870
7,16,16,1700083
7,17,15,2609291
7,18,14,1271260
7,19,13,171355
7,20,12,3713
8,13,18,231
8,14,17,37083
8,15,16,517555
8,16,15,1700202
8,17,14,1700338
8,18,13,517579
8,19,12,37080
8,20,11,231
9,13,17,792
9,14,16,52741
9,15,15,443594
9,16,14,946502
9,17,13,602944
9,18,12,104450
9,19,11,3005
9,20,10,1
10,13,16,1002
10,14,15,37053
10,15,14,201425
10,16,13,277424
10,17,12,104456
10,18,11,8322
10,19,10,42
11,13,15,490
11,14,14,12246
11,15,13,44219
11,16,12,37080
11,17,11,6826
11,18,10,135
12,13,14,77
12,14,13,1571
12,15,12,3710
12,16,11,1574
12,17,10,77
13,13,13,1
13,14,12,42
13,15,11,56
13,16,10,5
0,20,20,1
1,18,21,30
1,19,20,385
1,20,19,490
1,21,18,77
2,17,21,176
2,18,20,4544
2,19,19,14763
2,20,18,10073
2,21,17,1253
2,22,16,7
3,16,21,176
3,17,20,12246
3,18,19,87982
3,19,18,145018
3,20,17,62541
3,21,16,5587
3,22,15,30
4,15,21,30
4,16,20,10107
4,17,19,171098
4,18,18,601544
4,19,17,601553
4,20,16,171093
4,21,15,10108
4,22,14,30
5,15,20,2434
5,16,19,123316
5,17,18,945575
5,18,17,1960583
5,19,16,1269889
5,20,15,236470
5,21,14,8326
5,22,13,7
6,14,20,101
6,15,19,30993
6,16,18,602754
6,17,17,2608235
6,18,16,3453623
6,19,15,1470345
6,20,14,171337
6,21,13,3007
7,14,19,1957
7,15,18,145540
7,16,17,1470797
7,17,16,3970445
7,18,15,3455163
7,19,14,946502
7,20,13,62719
7,21,12,385
8,13,19,7
8,14,18,10111
8,15,17,324870
8,16,16,1963087
8,17,15,3455669
8,18,14,1963242
8,19,13,324870
8,20,12,10107
8,21,11,7
9,13,18,77
9,14,17,21525
9,15,16,379879
9,16,15,1470797
9,17,14,1700338
9,18,13,602944
9,19,12,52741
9,20,11,490
10,13,17,176
10,14,16,21514
10,15,15,236470
10,16,14,602754
10,17,13,443691
10,18,12,88255
10,19,11,3005
10,20,10,1
11,13,16,135
11,14,15,10096
11,15,14,74405
11,16,13,123316
11,17,12,52752
11,18,11,4557
11,19,10,22
12,13,15,30
12,14,14,1953
12,15,13,10096
12,16,12,10107
12,17,11,1957
12,18,10,30
13,13,14,1
13,14,13,101
13,15,12,385
13,16,11,176
13,17,10,5
0,20,21,1
0,21,20,1
1,18,22,2
1,19,21,176
1,20,20,627
1,21,19,297
1,22,18,11
2,17,22,11
2,18,21,1571
2,19,20,12219
2,20,19,17816
2,21,18,5576
2,22,17,231
3,16,22,5
3,17,21,3005
3,18,20,52609
3,19,19,170726
3,20,18,145018
3,21,17,30921
3,22,16,1002
4,16,21,1574
4,17,20,74405
4,18,19,516437
4,19,18,944156
4,20,17,516437
4,21,16,74405
4,22,15,1574
5,15,21,176
5,16,20,37080
5,17,19,602386
5,18,18,2261527
5,19,17,2605897
5,20,16,945575
5,21,15,88230
5,22,14,1002
6,14,21,1
6,15,20,5593
6,16,19,277424
6,17,18,2263510
6,18,17,5226187
6,19,16,3968713
6,20,15,946210
6,21,14,52752
6,22,13,231
7,14,20,135
7,15,19,44258
7,16,18,946502
7,17,17,4558241
7,18,16,6862117
7,19,15,3455163
7,20,14,517555
7,21,13,14821
7,22,12,11
8,14,19,1574
8,15,18,145540
8,16,17,1700202
8,17,16,5229722
8,18,15,5229874
8,19,14,1700338
8,20,13,145513
8,21,12,1574
9,13,19,1
9,14,18,5593
9,15,17,236580
9,16,16,1700083
9,17,15,3455669
9,18,14,2264816
9,19,13,443691
9,20,12,17886
9,21,11,30
10,13,18,11
10,14,17,8322
10,15,16,201425
10,16,15,946210
10,17,14,1271260
10,18,13,517579
10,19,12,52741
10,20,11,626
11,13,17,15
11,14,16,5587
11,15,15,88156
11,16,14,277304
11,17,13,236580
11,18,12,52752
11,19,11,1956
11,20,10,1
12,13,16,5
12,14,15,1571
12,15,14,17861
12,16,13,37053
12,17,12,17893
12,18,11,1574
12,19,10,5
13,14,14,135
13,15,13,1253
13,16,12,1574
13,17,11,297
13,18,10,2
14,14,13,1
14,15,12,11
14,16,11,5
0,21,21,1
1,19,22,42
1,20,21,490
1,21,20,627
1,22,19,101
2,18,22,297
2,19,21,6804
2,20,20,21432
2,21,19,14763
2,22,18,1953
2,23,17,15
3,17,22,385
3,18,21,21483
3,19,20,145018
3,20,19,235674
3,21,18,104111
3,22,17,10096
3,23,16,77
4,16,22,101
4,17,21,21515
4,18,20,324255
4,19,19,1094639
4,20,18,1094629
4,21,17,324260
4,22,16,21514
4,23,15,101
5,15,22,2
5,16,21,6826
5,17,20,277304
5,18,19,1960583
5,19,18,3964755
5,20,17,2605897
5,21,16,517149
5,22,15,21525
5,23,14,42
6,15,21,490
6,16,20,88255
6,17,19,1470345
6,18,18,5989353
6,19,17,7846763
6,20,16,3453623
6,21,15,443594
6,22,14,10111
6,23,13,3
7,14,21,1
7,15,20,8326
7,16,19,443691
7,17,18,3970445
7,18,17,10252301
7,19,16,8975594
7,20,15,2609291
7,21,14,201527
7,22,13,1957
8,14,20,101
8,15,19,44258
8,16,18,1097525
8,17,17,5993498
8,18,16,10254927
8,19,15,5993842
8,20,14,1097525
8,21,13,44247
8,22,12,101
9,14,19,792
9,15,18,104450
9,16,17,1470797
9,17,16,5229722
9,18,15,5994116
9,19,14,2264816
9,20,13,236580
9,21,12,3710
10,14,18,1957
10,15,17,123316
10,16,16,1097116
10,17,15,2609291
10,18,14,1963242
10,19,13,443691
10,20,12,21514
10,21,11,56
11,14,17,1956
11,15,16,74405
11,16,15,443349
11,17,14,701396
11,18,13,324870
11,19,12,37080
11,20,11,490
12,14,16,791
12,15,15,21483
12,16,14,88154
12,17,13,88230
12,18,12,21526
12,19,11,792
13,14,15,101
13,15,14,2429
13,16,13,6818
13,17,12,3713
13,18,11,297
14,14,14,1
14,15,13,56
14,16,12,101
14,17,11,15
0,21,22,1
0,22,21,1
1,19,23,3
1,20,22,231
1,21,21,792
1,22,20,385
1,23,19,15
2,18,23,22
2,19,22,2429
2,20,21,17816
2,21,20,25753
2,22,19,8295
2,23,18,385
3,17,23,15
3,18,22,5587
3,19,21,87982
3,20,20,276344
3,21,19,235674
3,22,18,52609
3,23,17,1956
3,24,16,1
4,16,23,1
4,17,22,3713
4,18,21,145316
4,19,20,944156
4,20,19,1695289
4,21,18,944156
4,22,17,145316
4,23,16,3713
4,24,15,1
5,16,22,627
5,17,21,88230
5,18,20,1269889
5,19,19,4551509
5,20,18,5220812
5,21,17,1960583
5,22,16,201425
5,23,15,3007
6,15,22,11
6,16,21,17892
6,17,20,701396
6,18,19,5226187
6,19,18,11694978
6,20,17,8970376
6,21,16,2263510
6,22,15,145513
6,23,14,1002
7,15,21,792
7,16,20,145540
7,17,19,2609291
7,18,18,11701961
7,19,17,17320186
7,20,16,8975594
7,21,15,1470797
7,22,14,52752
7,23,13,101
8,14,21,1
8,15,20,8326
8,16,19,517579
8,17,18,5229722
8,18,17,15213701
8,19,16,15214301
8,20,15,5229874
8,21,14,517555
8,22,13,8322
