1,0,0,1
0,1,0,1
0,0,1,1
1,1,0,1
0,1,1,1
0,1,2,1
0,2,1,1
1,1,1,1
1,1,2,1
1,2,1,1
0,2,2,1
0,3,2,1
2,2,1,1
0,2,3,1
1,2,2,2
1,2,3,1
2,2,2,1
1,3,2,2
0,3,3,1
1,4,2,1
0,3,4,1
2,2,3,1
0,4,3,1
2,3,2,2
1,3,3,3
3,3,2,1
2,4,2,1
1,3,4,2
2,3,3,3
1,4,3,3
0,4,4,1
3,4,2,1
0,5,4,1
0,4,5,1
1,5,3,1
2,3,4,2
3,3,3,1
2,4,3,5
1,4,4,5
3,3,4,1
2,5,3,3
3,4,3,3
1,4,5,3
1,5,4,5
2,4,4,7
0,5,5,1
1,4,6,1
2,6,3,1
4,4,3,1
0,5,6,1
0,6,5,1
1,6,4,2
3,5,3,3
2,4,5,5
3,4,4,5
2,5,4,11
1,5,5,7
4,5,3,1
2,4,6,1
3,6,3,1
3,4,5,3
4,4,4,1
1,5,6,5
2,6,4,7
3,5,4,11
1,6,5,7
2,5,5,15
0,6,6,1
3,4,6,1
4,4,5,1
4,6,3,1
0,7,6,1
0,6,7,1
1,5,7,1
2,7,4,2
1,7,5,3
4,5,4,5
2,5,6,11
3,6,4,11
3,5,5,15
2,6,5,22
1,6,6,11
5,5,4,1
2,5,7,3
3,7,4,5
4,6,4,7
3,5,6,11
4,5,5,7
1,6,7,7
2,7,5,15
1,7,6,11
3,6,5,30
2,6,6,30
0,7,7,1
3,8,4,1
0,7,8,1
0,8,7,1
5,6,4,2
1,6,8,2
3,5,7,3
2,8,5,5
4,5,6,5
1,8,6,5
4,7,4,5
5,5,5,1
4,6,5,22
2,6,7,22
3,7,5,30
3,6,6,42
2,7,6,42
1,7,7,15
1,9,6,1
5,5,6,1
4,5,7,1
5,7,4,2
4,8,4,1
2,6,8,7
5,6,5,7
3,8,5,15
1,7,8,11
3,6,7,30
4,7,5,30
4,6,6,30
2,8,6,30
1,8,7,15
3,7,6,77
2,7,7,56
0,8,8,1
2,6,9,1
6,6,5,1
5,8,4,1
0,9,8,1
0,8,9,1
3,9,5,3
1,7,9,3
2,9,6,11
3,6,8,11
1,9,7,7
5,7,5,15
4,8,5,22
4,6,7,22
5,6,6,11
2,7,8,42
4,7,6,77
3,8,6,77
3,7,7,101
2,8,7,77
1,8,8,22
1,10,7,1
2,10,6,1
3,6,9,1
6,7,5,3
4,6,8,7
4,9,5,7
5,6,7,7
2,7,9,15
5,8,5,15
6,6,6,1
3,9,6,42
5,7,6,42
1,8,9,15
3,7,8,77
2,9,7,56
4,7,7,101
1,9,8,22
4,8,6,101
3,8,7,176
2,8,8,101
0,9,9,1
4,10,5,1
4,6,9,1
6,6,7,1
0,9,10,1
0,10,9,1
2,7,10,2
5,6,8,2
6,8,5,5
1,8,10,5
3,10,6,11
5,9,5,7
2,10,7,22
6,7,6,11
1,10,8,11
3,7,9,30
4,9,6,77
4,7,8,77
5,8,6,77
5,7,7,56
2,8,9,77
3,9,7,176
4,8,7,231
3,8,8,231
2,9,8,135
1,9,9,30
3,11,6,1
7,7,6,1
1,11,8,2
2,11,7,3
6,9,5,3
3,7,10,5
5,10,5,1
4,7,9,30
4,10,6,30
6,8,6,30
2,8,10,30
5,7,8,42
6,7,7,15
5,9,6,77
3,10,7,101
1,9,10,22
5,8,7,176
3,8,9,176
2,10,8,101
1,10,9,30
4,9,7,297
4,8,8,297
3,9,8,385
2,9,9,176
0,10,10,1
6,10,5,1
0,11,10,1
0,10,11,1
2,8,11,5
4,11,6,5
7,8,6,5
4,7,10,5
1,9,11,7
5,7,9,15
6,7,8,11
3,11,7,30
7,7,7,1
6,9,6,42
2,11,8,42
5,10,6,42
1,11,9,15
3,8,10,77
6,8,7,77
4,10,7,231
4,8,9,231
5,8,8,231
2,9,10,135
5,9,7,297
3,10,8,385
4,9,8,627
3,9,9,490
2,10,9,231
1,10,10,42
7,7,8,1
1,9,12,1
5,7,10,2
3,12,7,3
6,7,9,3
1,12,9,3
2,12,8,7
7,9,6,11
3,8,11,15
5,11,6,11
6,10,6,30
7,8,7,15
2,9,11,56
